"Make","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","selling_price_dollars","age","selling_price_binary"
"Hyundai",2008,150000,120000,"Diesel","Individual","Manual","Second Owner",18.1,1493,110,5,1950,14,"Yes"
"Renault",2017,350000,25000,"Petrol","Individual","Manual","First Owner",23.01,999,67,5,4550,5,"Yes"
"Toyota",2015,509999,1e+05,"Diesel","Individual","Manual","Second Owner",23.59,1364,67.05,5,6629.987,7,"Yes"
"Mahindra",2013,5e+05,120000,"Diesel","Individual","Manual","Third Owner",15.96,2523,62.1,9,6500,9,"Yes"
"Tata",2017,370000,35000,"Petrol","Individual","Manual","First Owner",17.57,1193,88.7,5,4810,5,"Yes"
"Maruti",2013,240000,44000,"Petrol","Individual","Manual","Second Owner",20.92,998,67.1,5,3120,9,"Yes"
"Hyundai",2015,530000,1e+05,"Diesel","Individual","Manual","Second Owner",22.54,1396,88.73,5,6890,7,"Yes"
"Mahindra",2015,1e+06,133000,"Diesel","Individual","Manual","Second Owner",15.4,2179,120,7,13000,7,"No"
"Toyota",2018,1600000,35000,"Diesel","Individual","Manual","Second Owner",13.68,2393,147.8,7,20800,4,"No"
"Hyundai",2014,350000,64000,"Petrol","Individual","Manual","First Owner",20.36,1197,78.9,5,4550,8,"Yes"
"Mahindra",2015,1100000,70000,"Diesel","Individual","Automatic","First Owner",16,2179,140,7,14300,7,"No"
"Hyundai",2011,220000,70000,"Petrol","Individual","Manual","First Owner",18.5,1197,80,5,2860,11,"Yes"
"Hyundai",2015,350000,1e+05,"Petrol","Individual","Manual","First Owner",18.9,1197,82,5,4550,7,"Yes"
"Maruti",2013,370000,90000,"Diesel","Individual","Manual","Second Owner",22.9,1248,74,5,4810,9,"Yes"
"Maruti",2014,220000,50000,"Petrol","Individual","Manual","First Owner",17.5,1298,85.8,5,2860,8,"Yes"
"Chevrolet",2013,2e+05,80000,"Diesel","Individual","Manual","First Owner",22.1,1248,76.9,5,2600,9,"Yes"
"Mahindra",2017,4e+05,50000,"Diesel","Individual","Manual","First Owner",25.32,1198,77,6,5200,5,"Yes"
"Fiat",2009,150000,55000,"Petrol","Individual","Manual","First Owner",14.6,1368,88.7,5,1950,13,"Yes"
"Toyota",2020,1500000,40000,"Petrol","Individual","Automatic","First Owner",10.75,2694,163.7,8,19500,2,"No"
"Maruti",2011,130000,70000,"Petrol","Individual","Manual","Second Owner",14,796,35,5,1690,11,"Yes"
"Maruti",2013,185000,80000,"Petrol","Individual","Manual","Second Owner",22.74,796,47.3,5,2405,9,"Yes"
"Hyundai",2010,110000,80000,"Petrol","Individual","Manual","Second Owner",0,1086,62.1,5,1430,12,"Yes"
"Mahindra",2012,450000,120000,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,5850,10,"Yes"
"Hyundai",2018,5e+05,20000,"Petrol","Individual","Manual","Second Owner",18.9,1197,81.86,5,6500,4,"Yes"
"Ford",2017,570000,31596,"Petrol","Dealer","Manual","First Owner",17,1497,121.36,5,7410,5,"Yes"
"Mahindra",2013,650000,85710,"Diesel","Dealer","Manual","First Owner",15.1,2179,140,7,8450,9,"Yes"
"Toyota",2012,1680000,129627,"Diesel","Dealer","Manual","First Owner",11.5,2982,171,7,21840,10,"No"
"Datsun",2018,250000,10000,"Petrol","Individual","Manual","First Owner",22.7,799,53.64,5,3250,4,"Yes"
"Hyundai",2014,320000,15000,"Petrol","Individual","Manual","First Owner",20.36,1197,78.9,5,4160,8,"Yes"
"Maruti",2017,440000,35000,"Petrol","Individual","Automatic","First Owner",20.51,998,67,5,5720,5,"Yes"
"Hyundai",2013,315000,49000,"Petrol","Individual","Manual","Second Owner",18.5,1197,82.85,5,4095,9,"Yes"
"Tata",2010,202999,158000,"Diesel","Individual","Manual","First Owner",18.8,1248,90,5,2638.987,12,"Yes"
"Hyundai",2012,179000,30000,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,2327,10,"Yes"
"Hyundai",2008,140000,60000,"Petrol","Individual","Manual","Second Owner",20.36,1197,78.9,5,1820,14,"Yes"
"Maruti",2008,150000,40000,"Petrol","Individual","Manual","Second Owner",18.2,1061,64,5,1950,14,"Yes"
"Mahindra",2011,440000,60000,"Diesel","Individual","Manual","Second Owner",13.6,2523,63,7,5720,11,"Yes"
"Ford",2011,250000,55130,"Diesel","Dealer","Manual","Second Owner",20,1399,68,5,3250,11,"Yes"
"Maruti",2014,330000,22000,"Petrol","Individual","Manual","First Owner",20.51,998,67.04,5,4290,8,"Yes"
"Ford",2010,250000,48000,"Petrol","Individual","Manual","First Owner",15.6,1196,70,5,3250,12,"Yes"
"Hyundai",2012,335000,45000,"Petrol","Individual","Manual","First Owner",18.5,1197,82.85,5,4355,10,"Yes"
"Mahindra",2016,1025000,22522,"Diesel","Dealer","Manual","First Owner",16,2179,140,7,13325,6,"No"
"Hyundai",2012,320000,51856,"Petrol","Dealer","Manual","Third Owner",18.5,1197,80,5,4160,10,"Yes"
"Maruti",2015,550000,29434,"Petrol","Individual","Manual","First Owner",20.73,1373,91.1,5,7150,7,"Yes"
"Honda",2018,8e+05,25000,"Diesel","Individual","Manual","First Owner",25.5,1498,98.6,5,10400,4,"No"
"Tata",2017,380000,28000,"Petrol","Individual","Manual","Second Owner",23.84,1199,84,5,4940,5,"Yes"
"Renault",2013,4e+05,44500,"Diesel","Individual","Manual","Second Owner",20.46,1461,83.8,5,5200,9,"Yes"
"Maruti",2016,375000,34500,"Petrol","Individual","Manual","First Owner",20.51,998,67.04,5,4875,6,"Yes"
"Honda",2017,1100000,20000,"Petrol","Individual","Automatic","First Owner",18,1497,117.6,5,14300,5,"No"
"Hyundai",2018,650000,15000,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,8450,4,"Yes"
"Nissan",2014,361000,26000,"Petrol","Individual","Automatic","First Owner",19.34,1198,76,5,4693,8,"Yes"
"Hyundai",2012,140000,20000,"Petrol","Individual","Manual","First Owner",21.1,814,55.2,5,1820,10,"Yes"
"Hyundai",2019,550000,3000,"Petrol","Individual","Manual","First Owner",20.14,1197,81.86,5,7150,3,"Yes"
"Honda",2019,670000,20000,"Petrol","Individual","Manual","First Owner",19.5,1199,88.76,5,8710,3,"Yes"
"Maruti",2017,880000,25000,"Diesel","Individual","Manual","First Owner",24.3,1248,88.5,5,11440,5,"No"
"Ford",2018,950000,35000,"Diesel","Individual","Manual","First Owner",23,1498,98.96,5,12350,4,"No"
"Chevrolet",2010,3e+05,60000,"Diesel","Individual","Manual","First Owner",18.3,1991,147.9,5,3900,12,"Yes"
"Honda",2017,1150000,6825,"Petrol","Individual","Automatic","First Owner",18,1497,117.6,5,14950,5,"No"
"Chevrolet",2015,450000,155000,"Diesel","Individual","Automatic","First Owner",14.81,1998,163.7,5,5850,7,"Yes"
"Maruti",2018,375000,50000,"CNG","Individual","Manual","First Owner",21.94,1196,61.7,5,4875,4,"Yes"
"Maruti",2016,6e+05,13500,"Petrol","Individual","Manual","First Owner",17.5,1373,91.1,7,7800,6,"Yes"
"Toyota",2008,7e+05,260000,"Diesel","Individual","Manual","First Owner",12.8,2494,102,8,9100,14,"Yes"
"Hyundai",2018,6e+05,65000,"Diesel","Individual","Manual","First Owner",25.4,1186,73.97,5,7800,4,"Yes"
"Mahindra",2014,630000,95000,"Diesel","Individual","Manual","Second Owner",14.02,2179,118.3,8,8190,8,"Yes"
"Maruti",2016,590000,40000,"Petrol","Individual","Manual","Second Owner",20.73,1373,91.1,5,7670,6,"Yes"
"Hyundai",2019,420000,30000,"Petrol","Individual","Manual","First Owner",20.3,1086,68,5,5460,3,"Yes"
"Mitsubishi",2016,1950000,120000,"Diesel","Individual","Manual","First Owner",13.5,2477,175.56,7,25350,6,"No"
"Tata",2013,541000,112011,"Diesel","Individual","Manual","First Owner",13.93,2179,138.1,7,7033,9,"Yes"
"Toyota",2015,9e+05,125000,"Diesel","Individual","Manual","First Owner",12.99,2494,100.6,7,11700,7,"No"
"Toyota",2015,9e+05,125000,"Diesel","Individual","Manual","First Owner",12.99,2494,100.6,7,11700,7,"No"
"Tata",2009,250000,43000,"Diesel","Individual","Manual","First Owner",18.8,1248,90,5,3250,13,"Yes"
"Mahindra",2019,670000,53534,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,8710,3,"Yes"
"Tata",2019,530000,20000,"Petrol","Individual","Manual","First Owner",20.3,1199,83.81,5,6890,3,"Yes"
"Chevrolet",2012,150000,70000,"Diesel","Individual","Manual","Second Owner",25.44,936,57.6,5,1950,10,"Yes"
"Mahindra",2013,550000,70000,"Diesel","Individual","Manual","Third Owner",15.1,2179,140,7,7150,9,"Yes"
"Mahindra",2015,650000,150000,"Diesel","Individual","Manual","First Owner",15.4,1997,120,7,8450,7,"Yes"
"Tata",2012,180000,1e+05,"Diesel","Individual","Manual","Second Owner",19.4,1405,70,5,2340,10,"Yes"
"Mahindra",2015,585000,50000,"Diesel","Individual","Manual","First Owner",16.55,2498,105,7,7605,7,"Yes"
"Hyundai",2013,345000,120000,"Petrol","Individual","Manual","Second Owner",18.5,1197,82.85,5,4485,9,"Yes"
"Maruti",2013,350000,110000,"Diesel","Individual","Manual","Third Owner",22.9,1248,74,5,4550,9,"Yes"
"Honda",2016,725000,140000,"Petrol","Individual","Manual","First Owner",15.4,1497,117.3,7,9425,6,"Yes"
"Tata",2012,250000,120000,"Diesel","Individual","Manual","First Owner",15.42,1405,70,7,3250,10,"Yes"
"Maruti",2002,45000,70000,"Petrol","Individual","Manual","Second Owner",16.1,796,37,4,585,20,"Yes"
"Toyota",2007,409999,248119,"Diesel","Individual","Manual","Fourth & Above Owner",12.8,2494,102,8,5329.987,15,"Yes"
"Renault",2017,325000,16500,"Petrol","Individual","Manual","Second Owner",23.01,999,67,5,4225,5,"Yes"
"Maruti",2016,350000,9900,"Petrol","Individual","Manual","First Owner",23.95,998,67.05,5,4550,6,"Yes"
"Maruti",2012,180000,80000,"Petrol","Individual","Manual","Third Owner",19.7,796,46.3,5,2340,10,"Yes"
"Fiat",2010,150000,1e+05,"Petrol","Individual","Manual","Second Owner",16,1368,90,5,1950,12,"Yes"
"Maruti",2020,7e+05,20000,"Petrol","Individual","Manual","First Owner",23.26,1197,88.5,5,9100,2,"Yes"
"Maruti",2016,795000,90000,"Diesel","Individual","Manual","First Owner",28.09,1248,88.5,5,10335,6,"No"
"Mahindra",2019,950000,15000,"Diesel","Individual","Manual","First Owner",16.55,2498,105,6,12350,3,"No"
"Volkswagen",2018,885000,75000,"Diesel","Individual","Automatic","First Owner",21.5,1498,108.5,5,11505,4,"No"
"Maruti",2011,160000,140000,"Diesel","Individual","Manual","First Owner",21.1,1248,73.9,5,2080,11,"Yes"
"Hyundai",2012,3e+05,120000,"Diesel","Individual","Manual","Second Owner",23,1396,90,5,3900,10,"Yes"
"Volkswagen",2018,950000,75000,"Diesel","Individual","Automatic","First Owner",21.5,1498,108.5,5,12350,4,"No"
"Maruti",2015,549000,90000,"Diesel","Individual","Manual","First Owner",20.77,1248,88.76,7,7137,7,"Yes"
"Audi",2018,3e+06,20000,"Diesel","Individual","Automatic","First Owner",20.38,1968,143,5,39000,4,"No"
"Toyota",2015,1200000,61000,"Diesel","Individual","Manual","First Owner",12.99,2494,100.6,7,15600,7,"No"
"Renault",2012,570000,1e+05,"Diesel","Individual","Manual","Second Owner",21.8,1461,78,5,7410,10,"Yes"
"Mahindra",2017,8e+05,60000,"Diesel","Individual","Manual","Second Owner",16.55,2498,105,6,10400,5,"No"
"Hyundai",2009,375000,1e+05,"Diesel","Individual","Manual","First Owner",18.1,1493,110,5,4875,13,"Yes"
"Mahindra",2009,3e+05,170000,"Diesel","Individual","Manual","Third Owner",13.6,2523,63,7,3900,13,"Yes"
"Toyota",2013,350000,1e+05,"Petrol","Individual","Manual","Second Owner",16.78,1496,88.73,5,4550,9,"Yes"
"Mahindra",2011,4e+05,120000,"Diesel","Individual","Manual","Second Owner",13.6,2523,63,7,5200,11,"Yes"
"Volkswagen",2015,434999,50000,"Diesel","Individual","Manual","First Owner",20.14,1498,88.8,5,5654.987,7,"Yes"
"Maruti",2015,260000,25000,"Petrol","Individual","Manual","First Owner",22.74,796,47.3,5,3380,7,"Yes"
"Maruti",2013,450000,24019,"Diesel","Individual","Manual","First Owner",22.9,1248,74,5,5850,9,"Yes"
"Hyundai",2013,459999,80000,"Diesel","Individual","Manual","Second Owner",22.32,1582,126.32,5,5979.987,9,"Yes"
"Maruti",2011,210000,1e+05,"Diesel","Individual","Manual","Second Owner",21.1,1248,73.9,5,2730,11,"Yes"
"Maruti",2015,540000,93000,"Petrol","Individual","Manual","Second Owner",20.85,1197,83.14,5,7020,7,"Yes"
"Maruti",2017,710000,50000,"Diesel","Individual","Manual","First Owner",24.52,1248,88.5,7,9230,5,"Yes"
"Maruti",2018,285000,22000,"Petrol","Individual","Manual","First Owner",24.7,796,47.3,5,3705,4,"Yes"
"Hyundai",2019,990000,19600,"Diesel","Individual","Manual","First Owner",22.1,1396,88.7,5,12870,3,"No"
"Tata",2017,362000,104000,"Petrol","Individual","Manual","First Owner",15.64,1193,64.1,5,4706,5,"Yes"
"Ford",2017,880000,33000,"Diesel","Individual","Manual","First Owner",23,1498,98.96,5,11440,5,"No"
"Mahindra",2017,7e+05,60000,"Diesel","Individual","Manual","First Owner",18.49,1493,100,7,9100,5,"Yes"
"Mahindra",2016,6e+05,60000,"Diesel","Individual","Manual","First Owner",15.96,2523,63,9,7800,6,"Yes"
"Nissan",2015,7e+05,40000,"Petrol","Individual","Manual","First Owner",13.24,1598,102.5,5,9100,7,"Yes"
"Tata",2016,4e+05,60000,"Diesel","Individual","Manual","First Owner",27.28,1047,69,5,5200,6,"Yes"
"Hyundai",2010,165000,80000,"LPG","Individual","Manual","First Owner",13.2,1495,93.7,5,2145,12,"Yes"
"Toyota",2007,350000,376412,"Diesel","Individual","Manual","Second Owner",12.8,2494,102,8,4550,15,"Yes"
"Maruti",2014,425000,80000,"Petrol","Individual","Manual","Third Owner",16.02,1373,93.7,7,5525,8,"Yes"
"Hyundai",2012,180000,70000,"Petrol","Individual","Manual","First Owner",17.92,1086,62.1,5,2340,10,"Yes"
"Maruti",2012,170000,90000,"Petrol","Individual","Manual","Third Owner",20.92,998,67.1,5,2210,10,"Yes"
"Mahindra",2014,370000,183000,"Diesel","Individual","Manual","First Owner",15.96,2523,63,9,4810,8,"Yes"
"Maruti",2018,8e+05,27000,"Diesel","Individual","Manual","First Owner",24.3,1248,88.5,5,10400,4,"No"
"Ford",2017,9e+05,35000,"Diesel","Individual","Manual","First Owner",23,1498,98.96,5,11700,5,"No"
"Maruti",2013,390000,120000,"Diesel","Individual","Manual","First Owner",22.9,1248,74,5,5070,9,"Yes"
"Maruti",2014,445000,80000,"Diesel","Individual","Manual","Second Owner",23.4,1248,74,5,5785,8,"Yes"
"Maruti",2014,459999,70000,"Diesel","Individual","Manual","Fourth & Above Owner",23.4,1248,74,5,5979.987,8,"Yes"
"Maruti",2013,275000,55000,"LPG","Individual","Manual","First Owner",14.4,998,61.7,5,3575,9,"Yes"
"Maruti",2009,2e+05,120000,"Diesel","Individual","Manual","Second Owner",21.1,1248,73.9,5,2600,13,"Yes"
"Maruti",2012,350000,72000,"Petrol","Individual","Manual","Second Owner",17.5,1197,85.8,5,4550,10,"Yes"
"Tata",2007,95000,120000,"Diesel","Individual","Manual","Second Owner",12,2092,127,7,1235,15,"Yes"
"Toyota",2014,550000,250000,"Diesel","Individual","Manual","First Owner",23.59,1364,67.04,5,7150,8,"Yes"
"Chevrolet",2016,9e+05,1e+05,"Diesel","Individual","Manual","First Owner",13.58,2499,72.4,9,11700,6,"No"
"Tata",2013,350000,120000,"Diesel","Individual","Manual","Second Owner",15.3,2956,83.83,7,4550,9,"Yes"
"Nissan",2015,325000,50000,"Petrol","Individual","Automatic","First Owner",19.34,1198,76,5,4225,7,"Yes"
"Hyundai",2014,455999,32000,"Petrol","Individual","Manual","First Owner",18.9,1197,82,5,5927.987,8,"Yes"
"Maruti",2008,129000,60000,"Petrol","Individual","Manual","First Owner",19.7,796,46.3,5,1677,14,"Yes"
"Maruti",2017,254000,40000,"Petrol","Individual","Manual","First Owner",24.7,796,47.3,5,3302,5,"Yes"
"Ford",2014,570000,48000,"Diesel","Individual","Manual","First Owner",21.7,1498,98.96,5,7410,8,"Yes"
"Nissan",2018,840000,30000,"Diesel","Individual","Manual","First Owner",19.87,1461,83.14,5,10920,4,"No"
"Tata",2010,235000,1e+05,"Diesel","Individual","Manual","Second Owner",13.93,2179,138.1,7,3055,12,"Yes"
"Mahindra",2016,7e+05,50000,"Diesel","Individual","Manual","First Owner",18.49,1493,100,7,9100,6,"Yes"
"Hyundai",2018,528000,5000,"Petrol","Individual","Manual","First Owner",18.9,1197,81.86,5,6864,4,"Yes"
"Jeep",2017,1500000,12000,"Diesel","Individual","Manual","First Owner",17.1,1956,170,5,19500,5,"No"
"Mahindra",2016,560000,72000,"Diesel","Individual","Manual","First Owner",15.96,2523,63,9,7280,6,"Yes"
"Mahindra",2016,6e+05,70000,"Diesel","Individual","Manual","First Owner",15.96,2523,63,9,7800,6,"Yes"
"Chevrolet",2007,102000,50000,"Petrol","Individual","Manual","Second Owner",15.26,1150,74.9,5,1326,15,"Yes"
"Mahindra",2014,750000,70000,"Diesel","Individual","Manual","Second Owner",15.1,2179,140,7,9750,8,"Yes"
"Chevrolet",2010,148000,70000,"Petrol","Individual","Manual","Third Owner",14.7,1150,76,5,1924,12,"Yes"
"Maruti",2015,650000,50000,"Petrol","Individual","Manual","First Owner",21.4,1197,83.1,5,8450,7,"Yes"
"Volkswagen",2012,310000,40000,"Petrol","Individual","Manual","First Owner",16.47,1198,73.9,5,4030,10,"Yes"
"Hyundai",2014,480000,30000,"Petrol","Individual","Manual","First Owner",19.1,1197,82,5,6240,8,"Yes"
"Maruti",2018,320000,15000,"Petrol","Individual","Manual","First Owner",24.7,796,47.3,5,4160,4,"Yes"
"Honda",2015,750000,40000,"Petrol","Individual","Manual","First Owner",17.4,1497,117.3,5,9750,7,"Yes"
"Nissan",2017,370000,40000,"Petrol","Individual","Manual","First Owner",19.49,1198,67.04,5,4810,5,"Yes"
"Maruti",2013,320000,60000,"Petrol","Individual","Manual","Fourth & Above Owner",18.6,1197,85.8,5,4160,9,"Yes"
"Maruti",2013,420000,67000,"Petrol","Individual","Manual","First Owner",18.6,1197,85.8,5,5460,9,"Yes"
"Maruti",2010,240000,60000,"Petrol","Individual","Manual","Second Owner",17.5,1298,85.8,5,3120,12,"Yes"
"Datsun",2017,220000,60000,"Petrol","Individual","Manual","First Owner",22.5,999,67,5,2860,5,"Yes"
"Tata",2016,350000,30000,"Petrol","Individual","Manual","First Owner",23.84,1199,84,5,4550,6,"Yes"
"Honda",2018,675000,40000,"Diesel","Individual","Manual","First Owner",25.8,1498,98.6,5,8775,4,"Yes"
"Toyota",2016,434999,50000,"Petrol","Individual","Manual","Second Owner",18.16,1197,78.8,5,5654.987,6,"Yes"
"Honda",2006,125000,2e+05,"Petrol","Individual","Automatic","Third Owner",13.1,1997,141.1,5,1625,16,"Yes"
"Mahindra",2016,4e+05,14000,"Petrol","Individual","Manual","Second Owner",18.15,1198,82,6,5200,6,"Yes"
"Chevrolet",2015,425000,70000,"Diesel","Individual","Manual","First Owner",13.58,2499,72.4,9,5525,7,"Yes"
"Maruti",2010,311000,94000,"Diesel","Individual","Manual","Second Owner",21.1,1248,75,5,4043,12,"Yes"
"Chevrolet",2015,509999,197000,"Diesel","Individual","Manual","First Owner",13.58,2499,72.4,10,6629.987,7,"Yes"
"Ford",2015,530000,79000,"Diesel","Individual","Manual","Second Owner",25.83,1498,99,5,6890,7,"Yes"
"Skoda",2008,210000,120000,"Diesel","Individual","Manual","Second Owner",18.7,1896,66,5,2730,14,"Yes"
"Mahindra",2019,977000,30000,"Diesel","Individual","Manual","First Owner",17.3,1497,121,8,12701,3,"No"
"Maruti",2018,440000,20000,"Petrol","Individual","Manual","First Owner",20.51,998,67.04,5,5720,4,"Yes"
"Maruti",2018,440000,17000,"Petrol","Individual","Manual","First Owner",20.51,998,67.04,5,5720,4,"Yes"
"Hyundai",2018,655000,20000,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,8515,4,"Yes"
"Renault",2016,295000,60000,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,3835,6,"Yes"
"Hyundai",2018,655000,20000,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,8515,4,"Yes"
"Hyundai",2007,65000,70000,"Petrol","Individual","Manual","Third Owner",15,1086,66.6,5,845,15,"Yes"
"Tata",2017,1200000,150000,"Diesel","Individual","Manual","First Owner",17.6,2179,153.86,7,15600,5,"No"
"Tata",2017,1251000,35000,"Diesel","Individual","Manual","First Owner",17.6,2179,153.86,7,16263,5,"No"
"Tata",2010,2e+05,60000,"Diesel","Individual","Manual","First Owner",23.03,1396,69,5,2600,12,"Yes"
"Hyundai",2016,750000,40000,"Diesel","Individual","Manual","First Owner",21.19,1396,88.73,5,9750,6,"Yes"
"Maruti",2018,4e+05,60000,"CNG","Individual","Manual","First Owner",26.6,998,58.16,5,5200,4,"Yes"
"Honda",2017,475000,57000,"Petrol","Individual","Manual","First Owner",17.8,1198,86.7,5,6175,5,"Yes"
"Tata",2012,110000,120000,"Diesel","Individual","Manual","Second Owner",17.8,1405,70,5,1430,10,"Yes"
"Renault",2017,350000,30000,"Petrol","Individual","Manual","First Owner",23.01,999,67,5,4550,5,"Yes"
"Maruti",2016,450000,175000,"Diesel","Individual","Manual","First Owner",23.4,1248,74,5,5850,6,"Yes"
"Tata",2010,150000,90000,"Diesel","Individual","Manual","First Owner",17,1405,70,5,1950,12,"Yes"
"Tata",2009,80000,110000,"Diesel","Individual","Manual","Second Owner",17.2,1396,53.5,5,1040,13,"Yes"
"Hyundai",2015,430000,35000,"Petrol","Individual","Manual","Second Owner",18.6,1197,81.83,5,5590,7,"Yes"
"Toyota",2017,1450000,81000,"Diesel","Individual","Manual","First Owner",13.68,2393,147.8,7,18850,5,"No"
"Chevrolet",2011,360000,1e+05,"Diesel","Individual","Manual","First Owner",18.3,1991,147.9,5,4680,11,"Yes"
"Tata",2017,1445000,60000,"Diesel","Individual","Automatic","First Owner",17.6,2179,153.86,7,18785,5,"No"
"Honda",2016,670000,60000,"Diesel","Individual","Manual","First Owner",26,1498,98.6,5,8710,6,"Yes"
"Mercedes-Benz",2016,2e+06,70000,"Petrol","Individual","Automatic","First Owner",13.7,1991,183,5,26000,6,"No"
"Honda",2015,440000,50000,"Diesel","Individual","Manual","First Owner",25.8,1498,98.6,5,5720,7,"Yes"
"Hyundai",2012,254999,90000,"Diesel","Individual","Manual","First Owner",23,1396,90,5,3314.987,10,"Yes"
"Datsun",2018,530000,65000,"Petrol","Individual","Manual","First Owner",19.02,1198,67.05,7,6890,4,"Yes"
"Mahindra",2016,890000,40000,"Diesel","Individual","Manual","Second Owner",16,1997,140,7,11570,6,"No"
"Volkswagen",2013,280000,80000,"Diesel","Individual","Manual","Second Owner",22.07,1199,73.9,5,3640,9,"Yes"
"Maruti",2017,725000,35000,"Petrol","Individual","Automatic","First Owner",21.21,1197,81.8,5,9425,5,"Yes"
"Mahindra",2016,7e+05,30000,"Diesel","Individual","Manual","First Owner",18.49,1493,100,7,9100,6,"Yes"
"Maruti",2007,90000,70000,"Petrol","Individual","Manual","First Owner",18.2,998,67.1,5,1170,15,"Yes"
"Hyundai",2015,287000,1e+05,"Petrol","Individual","Manual","Second Owner",19.81,1086,68.05,5,3731,7,"Yes"
"Hyundai",2018,1380000,55000,"Petrol","Individual","Automatic","First Owner",14.8,1591,121.3,5,17940,4,"No"
"Toyota",2013,750000,80000,"Diesel","Individual","Manual","Second Owner",12.99,2494,100.6,7,9750,9,"Yes"
"Hyundai",2016,650000,40000,"Petrol","Individual","Manual","First Owner",17.43,1396,105.5,5,8450,6,"Yes"
"Maruti",2013,240000,108916,"Petrol","Individual","Manual","Second Owner",20.51,998,67.04,5,3120,9,"Yes"
"Hyundai",2013,290000,40000,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,3770,9,"Yes"
"Hyundai",2014,229999,80000,"Petrol","Individual","Manual","First Owner",21.1,814,55.2,5,2989.987,8,"Yes"
"Honda",2016,1e+06,50000,"Diesel","Individual","Manual","Second Owner",26,1498,98.6,5,13000,6,"No"
"Hyundai",2012,2e+05,90000,"Petrol","Individual","Manual","Second Owner",17.92,1086,62.1,5,2600,10,"Yes"
"Maruti",2004,90000,70000,"Petrol","Individual","Manual","Fourth & Above Owner",19.7,796,46.3,5,1170,18,"Yes"
"Hyundai",2012,330000,90000,"Diesel","Individual","Manual","First Owner",23,1396,90,5,4290,10,"Yes"
"Maruti",2009,2e+05,70000,"Diesel","Individual","Manual","First Owner",21.1,1248,73.9,5,2600,13,"Yes"
"Mahindra",2018,420000,31000,"Diesel","Individual","Manual","First Owner",25.32,1198,77,6,5460,4,"Yes"
"Maruti",2009,260000,120000,"Diesel","Individual","Manual","Second Owner",19.3,1248,73.9,5,3380,13,"Yes"
"Hyundai",2016,590000,40000,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,7670,6,"Yes"
"Maruti",2015,545000,180000,"Diesel","Individual","Manual","First Owner",25.2,1248,74,5,7085,7,"Yes"
"Maruti",2011,210000,90000,"Petrol","Individual","Manual","Second Owner",18.9,998,67.1,5,2730,11,"Yes"
"Honda",2008,185000,110000,"Petrol","Individual","Manual","Second Owner",17.7,1497,78,5,2405,14,"Yes"
"Maruti",2006,125000,59000,"Petrol","Individual","Manual","Second Owner",18.9,998,67.1,5,1625,16,"Yes"
"Hyundai",2014,280000,60000,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,3640,8,"Yes"
"Maruti",2005,98000,70000,"Petrol","Individual","Manual","Second Owner",18.9,998,67.1,5,1274,17,"Yes"
"Tata",2009,1e+05,190000,"Diesel","Individual","Manual","First Owner",17,1405,71,5,1300,13,"Yes"
"Mahindra",2013,250000,180000,"Diesel","Individual","Manual","First Owner",20.8,1461,64.1,5,3250,9,"Yes"
"Toyota",2010,750000,150000,"Diesel","Individual","Manual","Second Owner",11.5,2982,171,7,9750,12,"Yes"
"Chevrolet",2007,160000,130000,"Diesel","Individual","Manual","Second Owner",16.52,1991,123.7,5,2080,15,"Yes"
"Hyundai",2013,509999,120000,"Diesel","Individual","Automatic","Second Owner",22.32,1582,126.3,5,6629.987,9,"Yes"
"Tata",2009,95000,80000,"Diesel","Individual","Manual","Second Owner",17.88,1396,52.8,5,1235,13,"Yes"
"Hyundai",2014,525000,80000,"Diesel","Individual","Manual","Second Owner",22.32,1582,126.32,5,6825,8,"Yes"
"Datsun",2017,278000,20000,"Petrol","Individual","Manual","First Owner",22.5,999,67,5,3614,5,"Yes"
"Maruti",1997,50000,60000,"Petrol","Individual","Manual","Second Owner",16.1,796,37,4,650,25,"Yes"
"Volkswagen",2011,254999,120000,"Diesel","Individual","Manual","Third Owner",22.07,1199,73.9,5,3314.987,11,"Yes"
"Maruti",2019,675000,10000,"Petrol","Individual","Manual","First Owner",21.21,1197,81.8,5,8775,3,"Yes"
"Maruti",2016,6e+05,147000,"Diesel","Individual","Manual","Second Owner",26.59,1248,74,5,7800,6,"Yes"
"Maruti",2018,950000,51000,"Diesel","Individual","Manual","First Owner",25.1,1248,88.5,5,12350,4,"No"
"Honda",2007,229999,60000,"Petrol","Individual","Manual","Third Owner",17.7,1497,78,5,2989.987,15,"Yes"
"Toyota",2009,6e+05,220000,"Diesel","Individual","Manual","First Owner",12.8,2494,102,8,7800,13,"Yes"
"Maruti",2017,330000,20000,"Petrol","Individual","Manual","First Owner",24.7,796,47.3,5,4290,5,"Yes"
